#       step         max_devi_e         min_devi_e         avg_devi_e         max_devi_f         min_devi_f         avg_devi_f
           0       7.204988e-01       1.721948e-01       2.884269e-01       1.110190e-02       4.507220e-03       8.006034e-03
          10       7.356609e-01       1.739619e-01       2.947600e-01       1.493566e-02       6.086218e-03       8.654145e-03
          20       7.240447e-01       1.641856e-01       2.903518e-01       1.015018e-02       2.400240e-03       6.687655e-03
          30       6.881444e-01       1.591487e-01       2.757951e-01       7.850788e-03       2.437133e-03       4.722956e-03
          40       6.412774e-01       1.458944e-01       2.572917e-01       5.085531e-03       2.526655e-03       3.648569e-03
          50       6.071118e-01       1.370291e-01       2.439537e-01       1.280317e-02       6.198592e-03       8.488683e-03
          60       6.023359e-01       1.314059e-01       2.427468e-01       1.161828e-02       6.179932e-03       8.318165e-03
          70       6.259709e-01       1.328260e-01       2.526206e-01       9.220571e-03       3.446288e-03       5.606040e-03
          80       6.650192e-01       1.435591e-01       2.673266e-01       5.216144e-03       2.109507e-03       3.547728e-03
          90       7.032571e-01       1.522945e-01       2.823871e-01       7.449629e-03       2.374488e-03       5.038318e-03
         100       7.241522e-01       1.527918e-01       2.911800e-01       8.349825e-03       3.560029e-03       6.110637e-03
         110       7.193640e-01       1.540797e-01       2.890294e-01       1.006037e-02       5.005118e-03       7.085571e-03
         120       6.937389e-01       1.538611e-01       2.782498e-01       4.864968e-03       1.961719e-03       3.238323e-03
         130       6.603099e-01       1.441124e-01       2.652891e-01       3.943859e-03       2.952088e-03       3.524896e-03
         140       6.294289e-01       1.354069e-01       2.534174e-01       6.320962e-03       1.906295e-03       3.518900e-03
         150       6.137223e-01       1.346476e-01       2.466398e-01       7.483229e-03       4.405072e-03       5.778644e-03
         160       6.204282e-01       1.355094e-01       2.493917e-01       5.255230e-03       2.451893e-03       3.440634e-03
         170       6.457241e-01       1.392298e-01       2.597346e-01       5.040817e-03       3.179511e-03       3.912992e-03
         180       6.766739e-01       1.490891e-01       2.715342e-01       4.481461e-03       2.168402e-03       3.248737e-03
         190       7.027528e-01       1.563588e-01       2.817192e-01       5.190802e-03       2.967327e-03       4.128045e-03
         200       7.168151e-01       1.540488e-01       2.878705e-01       8.354230e-03       2.158461e-03       5.323779e-03
         210       7.109437e-01       1.517917e-01       2.856493e-01       7.372676e-03       3.903818e-03       5.136695e-03
         220       6.849120e-01       1.499288e-01       2.747680e-01       4.369338e-03       1.686054e-03       3.414329e-03
         230       6.479441e-01       1.398786e-01       2.604388e-01       3.552451e-03       1.888637e-03       2.741446e-03
         240       6.146508e-01       1.298905e-01       2.484764e-01       9.042902e-03       2.568365e-03       5.809883e-03
         250       5.998611e-01       1.294325e-01       2.416964e-01       1.408164e-02       5.054903e-03       1.024729e-02
         260       6.166075e-01       1.369446e-01       2.473830e-01       9.458594e-03       4.652017e-03       6.968064e-03
         270       6.620987e-01       1.473920e-01       2.657190e-01       3.734265e-03       2.596645e-03       3.241363e-03
         280       7.108857e-01       1.655156e-01       2.849666e-01       8.582181e-03       3.434753e-03       6.268860e-03
         290       7.379432e-01       1.784138e-01       2.954375e-01       1.583055e-02       2.946658e-03       8.747988e-03
         300       7.363899e-01       1.768374e-01       2.947898e-01       1.542626e-02       4.214403e-03       9.407406e-03
         310       7.077458e-01       1.648185e-01       2.835698e-01       6.519899e-03       2.824488e-03       4.338156e-03
         320       6.608281e-01       1.551089e-01       2.649624e-01       7.019830e-03       3.279474e-03       5.117297e-03
         330       6.149040e-01       1.399793e-01       2.465829e-01       8.327510e-03       3.920461e-03       6.131495e-03
         340       5.970240e-01       1.345817e-01       2.396371e-01       1.514570e-02       8.463318e-03       1.156705e-02
         350       6.130156e-01       1.322483e-01       2.470401e-01       1.117049e-02       3.667157e-03       6.902049e-03
         360       6.502999e-01       1.401497e-01       2.616844e-01       5.908593e-03       4.280284e-03       5.162084e-03
         370       6.920963e-01       1.519252e-01       2.778656e-01       5.515785e-03       3.109599e-03       4.194769e-03
         380       7.206409e-01       1.544110e-01       2.894653e-01       1.101812e-02       4.457822e-03       6.869101e-03
         390       7.263895e-01       1.537086e-01       2.920699e-01       1.038512e-02       2.824528e-03       6.560512e-03
         400       7.065667e-01       1.545053e-01       2.838073e-01       6.842092e-03       2.749378e-03       5.274919e-03
         410       6.714380e-01       1.485328e-01       2.695405e-01       3.417153e-03       1.683027e-03       2.466221e-03
         420       6.366781e-01       1.368721e-01       2.562560e-01       8.420278e-03       3.507444e-03       5.110673e-03
         430       6.145588e-01       1.325532e-01       2.478300e-01       4.967179e-03       2.360563e-03       3.512719e-03
         440       6.144590e-01       1.349755e-01       2.472486e-01       7.867605e-03       4.566622e-03       6.268699e-03
         450       6.355850e-01       1.385007e-01       2.554729e-01       3.556563e-03       1.269154e-03       2.152545e-03
         460       6.672573e-01       1.454451e-01       2.681753e-01       5.989342e-03       2.657797e-03       4.204816e-03
         470       6.943354e-01       1.547414e-01       2.787785e-01       3.307490e-03       1.573291e-03       2.502382e-03
         480       7.073149e-01       1.580193e-01       2.836362e-01       7.097571e-03       2.742814e-03       4.268338e-03
         490       7.050582e-01       1.554165e-01       2.828532e-01       5.627274e-03       2.144071e-03       3.681857e-03
         500       6.876440e-01       1.523995e-01       2.760575e-01       4.765551e-03       2.553018e-03       3.414721e-03
         510       6.615642e-01       1.487627e-01       2.654842e-01       3.833397e-03       2.286444e-03       2.866622e-03
         520       6.372078e-01       1.421605e-01       2.557028e-01       5.139905e-03       2.169280e-03       3.086714e-03
         530       6.235576e-01       1.385987e-01       2.505776e-01       3.288689e-03       2.392852e-03       2.768908e-03
         540       6.253329e-01       1.404345e-01       2.512667e-01       4.906972e-03       2.697793e-03       3.422152e-03
         550       6.420118e-01       1.443384e-01       2.575613e-01       2.510708e-03       1.608872e-03       2.249234e-03
         560       6.704102e-01       1.491160e-01       2.690554e-01       4.707756e-03       2.367192e-03       3.393675e-03
         570       7.000760e-01       1.561366e-01       2.811786e-01       4.622289e-03       2.056634e-03       3.356968e-03
         580       7.173393e-01       1.599807e-01       2.878591e-01       8.453197e-03       1.885536e-03       5.031237e-03
         590       7.153777e-01       1.560504e-01       2.870920e-01       9.748237e-03       4.759443e-03       7.170884e-03
         600       6.918660e-01       1.487782e-01       2.783512e-01       3.136151e-03       1.605044e-03       2.532765e-03
         610       6.538108e-01       1.419051e-01       2.633841e-01       4.099925e-03       2.606908e-03       3.686622e-03
         620       6.158995e-01       1.358684e-01       2.475601e-01       7.524671e-03       3.106727e-03       5.358877e-03
         630       6.005236e-01       1.322868e-01       2.418312e-01       1.307478e-02       7.365233e-03       1.013426e-02
         640       6.169119e-01       1.396550e-01       2.485626e-01       5.399440e-03       2.798651e-03       3.994973e-03
         650       6.550877e-01       1.503570e-01       2.625683e-01       4.813076e-03       3.213050e-03       4.060092e-03
         660       6.997900e-01       1.626734e-01       2.802778e-01       6.847551e-03       1.618979e-03       4.110600e-03
         670       7.317582e-01       1.636192e-01       2.934820e-01       1.419169e-02       6.449931e-03       9.776336e-03
         680       7.378528e-01       1.627057e-01       2.959717e-01       1.146306e-02       4.465244e-03       7.595172e-03
         690       7.127983e-01       1.618434e-01       2.856568e-01       8.473420e-03       5.959965e-03       7.520556e-03
         700       6.656821e-01       1.524560e-01       2.668054e-01       3.522204e-03       1.105925e-03       2.586156e-03
         710       6.212384e-01       1.392724e-01       2.492345e-01       1.201661e-02       6.920280e-03       9.111572e-03
