#       step         max_devi_e         min_devi_e         avg_devi_e         max_devi_f         min_devi_f         avg_devi_f
           0       6.746394e-01       1.618684e-01       2.700752e-01       3.315487e-03       1.908538e-03       2.725351e-03
          10       6.515527e-01       1.559855e-01       2.610192e-01       8.083621e-03       3.409779e-03       5.168384e-03
          20       6.366530e-01       1.550961e-01       2.548491e-01       3.063709e-03       1.174596e-03       2.079450e-03
          30       6.327829e-01       1.525454e-01       2.534339e-01       5.375898e-03       3.782757e-03       4.310279e-03
          40       6.422656e-01       1.534090e-01       2.571696e-01       3.144632e-03       1.748792e-03       2.415195e-03
          50       6.678808e-01       1.629798e-01       2.672495e-01       5.397620e-03       3.428938e-03       4.682771e-03
          60       6.935981e-01       1.593205e-01       2.780853e-01       4.107082e-03       2.616728e-03       3.220090e-03
          70       7.087103e-01       1.625735e-01       2.843359e-01       9.094376e-03       2.823450e-03       7.310569e-03
          80       7.088361e-01       1.677975e-01       2.837882e-01       1.080268e-02       2.392405e-03       5.784987e-03
          90       6.929468e-01       1.513353e-01       2.782135e-01       1.664167e-02       6.093015e-03       9.288473e-03
         100       6.607194e-01       1.374308e-01       2.673699e-01       7.899912e-03       3.180674e-03       5.794918e-03
         110       6.277757e-01       1.295509e-01       2.541329e-01       1.446229e-02       6.781014e-03       1.071137e-02
         120       6.218704e-01       1.262098e-01       2.542640e-01       1.352376e-02       7.350896e-03       1.111443e-02
         130       6.414013e-01       1.284976e-01       2.637202e-01       1.807744e-02       4.863313e-03       9.333301e-03
         140       6.699724e-01       1.354766e-01       2.720304e-01       8.333027e-03       3.663406e-03       5.606094e-03
         150       6.996467e-01       1.395826e-01       2.829682e-01       1.822032e-02       3.177300e-03       1.060985e-02
         160       7.139529e-01       1.421534e-01       2.894700e-01       1.007287e-02       5.917125e-03       7.973174e-03
         170       7.072268e-01       1.436302e-01       2.868251e-01       1.137009e-02       4.474705e-03       9.258514e-03
         180       6.782375e-01       1.394295e-01       2.740987e-01       9.744218e-03       2.584105e-03       7.797052e-03
         190       6.497849e-01       1.348613e-01       2.625704e-01       1.008881e-02       4.393643e-03       5.778390e-03
         200       6.308291e-01       1.367281e-01       2.553163e-01       1.532671e-02       5.176992e-03       8.484617e-03
         210       6.264927e-01       1.382045e-01       2.530206e-01       5.084185e-03       2.214162e-03       3.310915e-03
         220       6.456989e-01       1.471921e-01       2.592917e-01       1.644495e-02       6.873972e-03       9.852817e-03
         230       6.734856e-01       1.446757e-01       2.706196e-01       5.204384e-03       2.296193e-03       3.713898e-03
         240       6.978314e-01       1.465691e-01       2.808403e-01       1.222939e-02       4.183936e-03       8.342619e-03
         250       7.071184e-01       1.554953e-01       2.835927e-01       1.020110e-02       3.558087e-03       5.873285e-03
         260       7.019039e-01       1.543222e-01       2.814121e-01       8.176757e-03       2.662965e-03       5.839483e-03
         270       6.834540e-01       1.440113e-01       2.751720e-01       6.134839e-03       2.303858e-03       4.270961e-03
         280       6.536358e-01       1.406370e-01       2.627909e-01       5.977645e-03       4.158197e-03       4.937083e-03
         290       6.344628e-01       1.402119e-01       2.545050e-01       9.161385e-03       4.158476e-03       6.227277e-03
         300       6.297663e-01       1.351426e-01       2.538651e-01       1.103533e-02       4.191183e-03       6.207767e-03
         310       6.396345e-01       1.377721e-01       2.578361e-01       5.878950e-03       2.980257e-03       4.107137e-03
         320       6.612170e-01       1.470658e-01       2.652710e-01       8.397362e-03       2.926307e-03       6.138250e-03
         330       6.853018e-01       1.491868e-01       2.756023e-01       4.224050e-03       2.309484e-03       3.450056e-03
         340       7.027800e-01       1.493317e-01       2.834848e-01       1.982538e-02       5.046513e-03       9.210634e-03
         350       7.001406e-01       1.525608e-01       2.813248e-01       1.039996e-02       1.456427e-03       5.952258e-03
         360       6.861266e-01       1.505402e-01       2.755949e-01       9.130174e-03       2.295197e-03       5.985327e-03
         370       6.650248e-01       1.416604e-01       2.690380e-01       1.088723e-02       3.078747e-03       5.876122e-03
         380       6.376884e-01       1.375140e-01       2.577985e-01       1.245750e-02       4.534631e-03       6.455483e-03
         390       6.234507e-01       1.386646e-01       2.508705e-01       1.139243e-02       8.535585e-03       9.940075e-03
         400       6.302719e-01       1.368161e-01       2.556691e-01       8.391141e-03       3.648103e-03       5.520500e-03
         410       6.551950e-01       1.387034e-01       2.657448e-01       6.832231e-03       5.199957e-03       5.899565e-03
         420       6.851032e-01       1.492884e-01       2.752198e-01       1.803519e-02       6.304048e-03       1.080074e-02
         430       7.080428e-01       1.495221e-01       2.852413e-01       9.787083e-03       2.088153e-03       5.720417e-03
         440       7.182027e-01       1.447869e-01       2.911966e-01       2.583478e-02       5.961371e-03       1.464702e-02
         450       6.952756e-01       1.462890e-01       2.798175e-01       8.881146e-03       1.739291e-03       5.647871e-03
         460       6.639138e-01       1.456240e-01       2.663406e-01       1.280093e-02       4.695128e-03       8.726825e-03
         470       6.358868e-01       1.332382e-01       2.570775e-01       1.301027e-02       5.570699e-03       7.733529e-03
         480       6.234121e-01       1.334753e-01       2.510411e-01       6.298942e-03       3.479543e-03       5.258897e-03
         490       6.348873e-01       1.430088e-01       2.548435e-01       1.735460e-02       7.822291e-03       1.127100e-02
         500       6.594727e-01       1.422160e-01       2.657214e-01       1.025136e-02       4.699326e-03       7.070794e-03
         510       6.869443e-01       1.500407e-01       2.763616e-01       9.230942e-03       4.847183e-03       6.133902e-03
         520       7.012396e-01       1.640444e-01       2.814160e-01       9.006893e-03       5.102427e-03       6.764286e-03
         530       6.989221e-01       1.578532e-01       2.808327e-01       6.986334e-03       3.315105e-03       4.540636e-03
         540       6.882160e-01       1.496152e-01       2.771318e-01       1.147119e-02       4.108233e-03       7.173253e-03
         550       6.643691e-01       1.530847e-01       2.669331e-01       4.695123e-03       2.410224e-03       3.736043e-03
         560       6.437141e-01       1.464443e-01       2.588768e-01       8.357333e-03       3.537094e-03       4.965800e-03
         570       6.328255e-01       1.420124e-01       2.553504e-01       6.914397e-03       4.121039e-03       4.868534e-03
         580       6.358409e-01       1.402464e-01       2.562309e-01       6.847945e-03       2.693415e-03       3.834341e-03
         590       6.523882e-01       1.423346e-01       2.626311e-01       1.414980e-02       4.476573e-03       7.156174e-03
         600       6.727529e-01       1.464914e-01       2.710263e-01       4.549461e-03       2.791843e-03       3.466377e-03
         610       6.943232e-01       1.490006e-01       2.797428e-01       7.902235e-03       2.994887e-03       6.166210e-03
         620       7.005658e-01       1.516239e-01       2.817342e-01       8.259502e-03       1.816048e-03       4.821466e-03
         630       6.931703e-01       1.502331e-01       2.789527e-01       1.102864e-02       4.131315e-03       7.138641e-03
         640       6.751967e-01       1.434101e-01       2.724855e-01       8.507795e-03       3.134593e-03       5.975233e-03
         650       6.491301e-01       1.377940e-01       2.617136e-01       5.107661e-03       3.938823e-03       4.443936e-03
         660       6.312443e-01       1.359501e-01       2.543723e-01       1.271918e-02       4.681166e-03       7.740121e-03
         670       6.276972e-01       1.322668e-01       2.536600e-01       7.002224e-03       4.677121e-03       5.681983e-03
         680       6.444483e-01       1.342164e-01       2.603617e-01       8.964037e-03       3.894758e-03       5.465916e-03
         690       6.703757e-01       1.433594e-01       2.698420e-01       1.168985e-02       4.738136e-03       7.243440e-03
         700       6.932151e-01       1.466450e-01       2.787935e-01       4.049689e-03       2.381663e-03       3.457568e-03
         710       7.105058e-01       1.454352e-01       2.863858e-01       1.526901e-02       5.173949e-03       1.008656e-02
         720       7.026430e-01       1.475318e-01       2.828097e-01       7.234652e-03       3.048866e-03       4.316648e-03
         730       6.833776e-01       1.480361e-01       2.747863e-01       1.156039e-02       4.936077e-03       7.453754e-03
         740       6.556987e-01       1.388528e-01       2.640077e-01       1.392550e-02       3.996231e-03       6.679590e-03
         750       6.329944e-01       1.369235e-01       2.551523e-01       9.449097e-03       4.230883e-03       5.777720e-03
         760       6.275388e-01       1.421220e-01       2.524158e-01       1.352084e-02       5.380261e-03       9.699810e-03
         770       6.401649e-01       1.444443e-01       2.576270e-01       5.526211e-03       3.015606e-03       3.842427e-03
         780       6.691167e-01       1.447129e-01       2.697809e-01       1.833979e-02       5.868152e-03       8.759144e-03
         790       6.918350e-01       1.514513e-01       2.780704e-01       5.542683e-03       3.763637e-03       4.522011e-03
